Vintage,Country,Designation,Points,Price,Province,Winery
2007,Italy,Rina Ianca,87,13 ,Southern Italy,Feudo di Santa Tresa
2007,Italy,Cascina Nuova,95,50 ,Northwestern Italy,Elvio Cogno
2007,Italy,Arió Extra Dry,86,15 ,Northeastern Italy,L Antica Quercia
2007,France,Ortus,90,18 ,Southern France,Château Bélingard
2007,Italy,San Pietro,93,50 ,Northwestern Italy,Podere Ruggeri Corsini
2007,Italy,Vigna Mandorlo,89,75 ,Northwestern Italy,Giacosa Fratelli
2007,Italy,La Roverina,85,18 ,Northeastern Italy,Speri
2007,Italy,Riserva,94,80 ,Central Italy,Brunelli Martoccia
2007,Italy,Grand Cru,90,38 ,Southern Italy,Tenuta Rapitalà
2007,France,Mas Janeil,89,16 ,Southern France,François Lurton
2007,Italy,Querciabella,88,30 ,Central Italy,Agricola Querciabella
2007,Italy,Cavaliere,89,60 ,Central Italy,Michele Satta
2007,Italy,Rosso di Costanza,90,41 ,Southern Italy,Tenuta Le Querce
2007,Italy,Pralis,85,12 ,Northeastern Italy,Paladin
2007,France,Premier Cru,89,30 ,Northeastern France ,Henri de Villamont
2007,France,Gueberschwihr,91,48 ,Northeastern France ,Domaine Zind Humbrecht
2007,Italy,Nervo Fondetta,89,49 ,Northwestern Italy,Rizzi
2007,Italy,Zuc di Volpe,88,38 ,Northeastern Italy,Volpe Pasini
2007,France,Réserve,83,15 ,Northeastern France ,Gustave Lorentz
2007,Italy,Ateo,90,34 ,Central Italy,Ciacci Piccolomini d Aragona
2007,Italy,Riserva,94,92 ,Central Italy,Fornacina
2007,France,Renaissance Doux,91,30 ,Southern France,Domaine Rotier
2007,France,Clos des Verdots,88,13 ,Southern France,Château les Tours des Verdots
2007,Italy,Riserva,88,34 ,Central Italy,Fattoria di Grignano
2007,Italy,Banditone,90,60 ,Central Italy,Máté
2007,Italy,NOS Riserva,90,30 ,Northeastern Italy,Mezzacorona
2007,Italy,Zovo,89,47 ,Northeastern Italy,Zanoni
2007,France,Trah Lah Lah,87,13 ,Southern France,O Vineyards
2007,France,La Dame Rousse,88,17 ,Central France ,Domaine de la Mordorée
2007,Italy,Case Ibidini,87,17 ,Southern Italy,Valle dell Acate
2007,Italy,Pernanno,91,86 ,Northwestern Italy,Cascina Adelaide
2007,Italy,Pian di Staffa Riserva,90,43 ,Central Italy,Poggio Stenti
2007,Italy,Roncaglie,91,65 ,Northwestern Italy,Poderi Colla
2007,France,Prestige,85,14 ,Northeastern France ,Cave de Ribeauvillé
2007,Italy,Vignenuove,87,25 ,Northeastern Italy,Luciana Cordioli
2007,France,Grand Tradition,87,13 ,Southern France,Domaine des Terrisses
2007,Italy,Marina Cvetic ,91,60 ,Central Italy,Masciarelli
2007,Italy,Re di Renieri,91,24 ,Central Italy,Renieri
2007,Italy,Pancole,87,18 ,Central Italy,Cesani
2007,France,Les Caillerets Premier Cru,90,75 ,Northeastern France ,Henri de Villamont
2007,France,Les Pucelles Premier Cru,96,260 ,Northeastern France ,Domaine Leflaive
2007,Italy,Vigna Pirochetta,88,20 ,Northwestern Italy,Cascina Corte di Barosi Alessandro
2007,Italy,I Poggiarelli,93,55 ,Central Italy,La Mannella
2007,Italy,Bricco Medica,88,46 ,Northwestern Italy,Cascina Val del Prete
2007,France,Heritages,84,12 ,Central France ,Ogier
2007,Italy,Regaleali,86,12 ,Southern Italy,Tasca d Almerita
2007,France,Whispering Angel,89,25 ,Southern France,Château d Esclans
2007,Italy,Il Monovitigno,89,41 ,Southern Italy,Benanti
2007,Italy,Caburnio,91,22 ,Central Italy,Tenuta Monteti
2007,France,L Aura de Cambon,91,40 ,Southern France,Château Cambon la Pelouse
2007,France,Rosé de Saignée Brut,88,69 ,Northeastern France ,Tendil & Lombardi
2007,Italy,Reyna,93,40 ,Northwestern Italy,Michele Chiarlo
2007,France,Les Cèdres,87,52 ,Central France ,Paul Jaboulet Aîné
2007,Italy,Vigna di Pettine,86,16 ,Southern Italy,Maggiovini
2007,France,Le Soleil Nantais,87,11 ,Northwestern France ,Guilbaud Frères
2007,Italy,Serralunga,92,31 ,Northwestern Italy,Giovanni Rosso
2007,Italy,Chance,88,40 ,Central Italy,Poggio Verrano
2007,Italy,Ser Lapo Riserva,92,30 ,Central Italy,Mazzei
2007,Italy,Rocche di Castelletto,93,74 ,Northwestern Italy,Cascina Chicco
2007,Italy,Vigneto Much,87,29 ,Northwestern Italy,Prinsi
2007,France,Garrus,90,100 ,Southern France,Château d Esclans
2007,France,Eulalie,88,44 ,Southern France,Château de Cénac
2007,Italy,Re Manfredi,87,22 ,Southern Italy,Terre degli Svevi
2007,Italy,La Bruciata,87,12 ,Northwestern Italy,Oscar Bosio
2007,Italy,Martinenga,88,28 ,Northwestern Italy,Tenute Cisa Asinari dei Marchesi di Gresy
2007,Italy,Flavio,91,49 ,Northeastern Italy,Rotari
2007,France,Cardus de la Cardonne,85,17 ,Southern France,Château La Cardonne
2007,Italy,Massi di Mandorlaia Riserva,90,34 ,Central Italy,Conte Ferdinando Guicciardini
2007,Italy,Clarum,85,14 ,Southern Italy,I Capitani
2007,Italy,Lavignone,86,13 ,Northwestern Italy,Pico Maccario
2007,Italy,Armonia Famiglia Losi,90,46 ,Central Italy,Querciavalle
2007,Italy,Re Manfredi Rosa Rosé,87,20 ,Southern Italy,Terre degli Svevi
2007,Italy,Per Cecco,90,40 ,Central Italy,Terre di Talamo
2007,France,Héritage,87,14 ,Southern France,Château Lamothe Vincent
2007,Italy,Cum Laude,92,37 ,Central Italy,Castello Banfi
2007,France,L Instant,86,15 ,Central France ,Domaine de Fondrèche
2007,Italy,Bricco Boschis Vigna San Giuseppe Riserva,95,98 ,Northwestern Italy,Cavallotto
2007,Italy,Zanna Riserva,90,42 ,Central Italy,Illuminati Dino
2007,Italy,Campo Quadro,91,54 ,Northwestern Italy,Punset
2007,Italy,La Tartufaia,93,45 ,Northwestern Italy,Giulia Negri
2007,France,Beaune Grèves Premier Cru Vigne de l Enfant Jésus,91,118 ,Northeastern France ,Bouchard Père & Fils
2007,Italy,Helichrysum,92,75 ,Central Italy,San Polino
2007,France,Cuvée Julien,90,21 ,Southern France,Château Magneau
2007,Italy,Kreos,87,17 ,Southern Italy,Castello Monaci
2007,France,Alwenn,93,75 ,Central France ,Château du Trignon
2007,Italy,D Aria,87,24 ,Central Italy,Leopoldo I di Toscana
2007,France,Chapitre 9,90,25 ,Northwestern France ,Manoir de la TÃªte Rouge
2007,France,La Forge,93,75 ,Southern France,Gérard Bertrand
2007,Italy,Riserva,94,110 ,Central Italy,Cava d Onice
2007,Italy,Vigna Piancastelli,93,80 ,Southern Italy,Terre del Principe
2008,France,Amour de Deutz Brut Rosé,94,100 ,Northeastern France ,Deutz
2008,Italy,NÃ¬vuro,87,20 ,Southern Italy,Feudo di Santa Tresa
2008,Italy,Montegrilli,88,31 ,Northwestern Italy,Elvio Cogno
2008,Italy,Colle alle Macchie,90,77 ,Central Italy,Tabarrini
2008,France,Côte de Léchet Premier Cru,90,31 ,Northeastern France ,La Chablisienne
2008,France,Les Acacias,90,40 ,Southern France,Mas del Périé
2008,France,Les Beaux Monts,91,100 ,Northeastern France ,Domaine Bertagna
2008,Italy,Centine,87,11 ,Central Italy,Banfi
2008,Italy,Giacomo Montresor,90,50 ,Northeastern Italy,Montresor
2008,Italy,Le Chiuse di Sotto,91,65 ,Central Italy,Gianni Brunelli
2008,France,Dédicace,90,20 ,Southern France,Château Rives Blanques
2008,France,Clos Mireille Blanc de Blancs,86,39 ,Southern France,Domaines Ott
2008,France,Haute Collection,93,40 ,Southern France,Château Eugénie
2008,Italy,Modà,86,10 ,Central Italy,Talamonti
2008,Italy,Ombroso Riserva,88,45 ,Central Italy,Giovanna Madonia
2008,Italy,Villa Buri Brut Millesimato,87,28 ,Northeastern Italy,La Cappuccina
2008,France,Brut Nature Grand Cru Millésime,93,140 ,Northeastern France ,Lombard et Cie
2008,Italy,Divoto Riserva,86,35 ,Southern Italy,Apollonio
2008,France,Extra Brut,91,80 ,Northeastern France ,Chassenay d Arce
2008,Italy,Murno,88,18 ,Northeastern Italy,Primosic
2008,Italy,Pelago,93,90 ,Central Italy,Umani Ronchi
2008,Italy,La Briosa,87,20 ,Northwestern Italy,Montalbera
2008,Italy,Sciara,91,17 ,Southern Italy,Barone di Villagrande
2008,France,Vendanges Tardives,91,38 ,Northeastern France ,Willm
2008,France,Les Chenevottes,93,100 ,Northeastern France ,Chanson Père et Fils
2008,Italy,Cavaliere,95,75 ,Central Italy,Michele Satta
2008,Italy,Castelvero,85,10 ,Northwestern Italy,Araldica
2008,Italy,Parosé,90,49 ,Northwestern Italy,Il Mosnel
2008,France,Château Bouscassé,92,27 ,Southern France,Alain Brumont
2008,France,Rosé,86,15 ,Northwestern France ,Domaine du Grand Bouqueteau
2008,Italy,Camastra,88,29 ,Southern Italy,Tasca d Almerita
2008,France,Le Sourire de Reims Rosé Brut,92,87 ,Northeastern France ,Henri Abele
2008,France,Retour des Palombières,89,28 ,Southern France,Château Haut Peyrous
2008,Italy,Martummè,89,24 ,Southern Italy,Terra di Briganti
2008,Italy,Campogiovanni,91,60 ,Central Italy,San Felice
2008,Italy,Guado al Tasso,98,102 ,Central Italy,Marchesi Antinori
2008,Italy,Il Tralcetto,84,12 ,Northeastern Italy,Cescon Italo Storia e Vini
2008,France,Les Moutottes Premier Cru,93,45 ,Northeastern France ,Capitain Gagnerot
2008,Italy,I Poggiarelli,91,75 ,Central Italy,La Mannella
2008,Italy,Passo,88,35 ,Northeastern Italy,Stefano Accordini
2008,Italy,Millesimato Extra Dry,85,15 ,Northeastern Italy,Le Vigne di Alice
2008,Italy,Vulcano,85,18 ,Southern Italy,Sorrentino
2008,France,Northeastern France  One,91,13 ,Northeastern France ,Pierre Sparr
2008,France,Vieilles Vignes,90,20 ,Southern France,Château de la Liquiere
2008,France,La Gloire de Mon Père,91,26 ,Southern France,Château Tour des Gendres
2008,Italy,Càmi,84,20 ,Northeastern Italy,Ronca
2008,Italy,Rubizzo,88,13 ,Central Italy,Rocca delle MacÃ¬e
2008,France,Doria,87,13 ,Central France ,Marrenon
2008,France,Réserve St. Martin,85,9 ,Southern France,Les Vignerons de la Méditerranée
2008,Italy,Le Vigne Rare,87,21 ,Southern Italy,Pirro Varone
2008,France,Les Cazetiers Premier Cru,88,120 ,Northeastern France ,Louis Latour
2008,Italy,Bramasole,92,39 ,Central Italy,La Braccesca
2008,Italy,Rosato,86,13 ,Southern Italy,Masseria Altemura
2008,Italy,Murtas,89,35 ,Central Italy,Fattoria San Michele a Torri
2008,France,Charmes Chambertin,94,168 ,Northeastern France ,Camille Giroud
2008,France,Guy Louis,88,30 ,Central France ,Tardieu Laurent
2008,France,Renaissance,90,21 ,Southern France,Château de Gaudou
2008,France,Grande Sendrée Brut,94,120 ,Northeastern France ,Drappier
2008,Italy,Riserva,91,28 ,Central Italy,Castello d Albola
2008,Italy,Giulietta,85,10 ,Northeastern Italy,Tommasi
2008,Italy,P,85,12 ,Southern Italy,Feudo Montoni
2008,Italy,Collezione Ca  del Pipa,88,19 ,Northeastern Italy,Castellani Michele & Figli
2008,Italy,Campo Leòn,91,54 ,Northeastern Italy,Latium di Morini
2008,France,Domaines du Château de Riquewihr Les Murailles,90,25 ,Northeastern France ,Dopff & Irion
2008,France,La Pierre Blanche,90,27 ,Southern France,Domaine Bellegarde
2008,Italy,Suavis Locus Ille,88,22 ,Central Italy,Tenuta di Trecciano
2008,Italy,Costa Grimaldi,92,90 ,Northwestern Italy,Poderi Luigi Einaudi
2008,Italy,Vigna Monticchio,92,45 ,Central Italy,Lungarotti
2008,Italy,Badia a Passignano Riserva,90,53 ,Central Italy,Marchesi Antinori
2008,Italy,Sàfiro,87,20 ,Central Italy,Jacopo Biondi Santi
2008,Italy,Messere,91,59 ,Northwestern Italy,Caven
2008,Italy,Vigna Rionda,96,131 ,Northwestern Italy,Luigi Oddero & Figli
2008,Italy,L Avvocata,86,16 ,Northwestern Italy,Coppo
2008,Italy,Vigna Monticchio,92,45 ,Central Italy,Lungarotti
2008,France,Vieilles Vignes,88,57 ,Northeastern France ,Château de Fuissé
2008,Italy,San Lorenzo,94,55 ,Southern Italy,Girolamo Russo
2008,France,Vignes Blanches,89,36 ,Northeastern France ,Thibert Père et Fils
2008,Italy,Emè,90,25 ,Southern Italy,I Capitani
2008,Italy,Acinatico,90,30 ,Northeastern Italy,Stefano Accordini
2008,Italy,Chronicon,88,25 ,Central Italy,Cantina Zaccagnini
2008,Italy,San Cristoforo,85,18 ,Northwestern Italy,Prinsi
2008,Italy,Podere Bertarole,88,25 ,Northeastern Italy,Corteforte
2008,Italy,Poggio alle Mura,92,82 ,Central Italy,Castello Banfi
2008,Italy,Monte Zoppega,87,14 ,Northeastern Italy,Nardello
2008,Italy,Le Gagie,87,19 ,Northwestern Italy,Tenuta La Meridiana
2008,France,Dessert Wine,87,16 ,Central France ,Domaine de la Pigeade
2008,Italy,Carmione,89,35 ,Central Italy,Pratesi
2008,Italy,Bussia,92,55 ,Northwestern Italy,Giacosa Fratelli
2008,Italy,Grivò,87,17 ,Northeastern Italy,Volpe Pasini
2008,Italy,Vigna Piaggia,91,60 ,Central Italy,Abbadia Ardenga
2008,Italy,Emilio Primo,87,15 ,Central Italy,Terre del Marchesato
2008,Italy,Levia Gravia,92,56 ,Central Italy,Caccia al Piano 1868
2008,Italy,Carmerosso,90,40 ,Northeastern Italy,De Stefani
2008,Italy,Riserva,90,60 ,Northeastern Italy,Corteforte
2008,France,1780 Royal Heritage,92,190 ,Southern France,Château Labastide Orliac
2008,France,Cuvée Les Cèdres,88,50 ,Southern France,Château La Fortine
2008,France,Château Alfa la Bernarde,86,13 ,Southern France,Mähler Besse
2008,France,L Hospitalitas   La Clape,93,75 ,Southern France,Gérard Bertrand
2008,France,Les Cras,88,115 ,Northeastern France ,Domaine Bertagna
2008,Italy,Rosato,86,16 ,Southern Italy,Scilio
2008,Italy,Balifico,92,57 ,Central Italy,Volpaia
2008,Italy,Rabajà,89,54 ,Northwestern Italy,Cascina Luisin
2008,France,Château d Arche,90,25 ,Southern France,Mähler Besse
2008,Italy,La Villa,87,16 ,Northwestern Italy,Tenuta Olim Bauda
2008,France,Classik,90,16 ,Southern France,Château Jonc Blanc
2008,France,L Excellence,89,53 ,Southern France,Château le Pape
2008,Italy,Torriglione,88,60 ,Northwestern Italy,Mario Gagliasso
2008,France,Cuvée des Moines Brut Millésime,93,90 ,Northeastern France ,Besserat de Bellefon
2008,France,Hugo,93,60 ,Southern France,Domaine Thunevin Calvet
2008,France,B&G Reserve,87,9 ,Southern France,Barton & Guestier
2008,France,Famille Lapalu,86,10 ,Southern France,Domaines Lapalu
2008,Italy,Brut,90,45 ,Northwestern Italy,Ronco Calino
2008,Italy,Rigoleto,87,18 ,Central Italy,Collemassari
2008,Italy,Opera Mia,86,50 ,Southern Italy,Tenuta Cavalier Pepe
2008,France,Clos Saint Denis,94,250 ,Northeastern France ,Domaine Bertagna
2008,Italy,Vigneto Serpara,90,49 ,Southern Italy,Re Manfredi
2008,France,Brouillards Premier Cru,92,50 ,Northeastern France ,Domaine Jessiaume
2008,France,Qu es Aquo,84,37 ,Central France ,Château d Or et de Gueules
2008,Italy,Bricco al Sole,85,10 ,Central Italy,Cantine Volpi
2008,France,Chambertin,95,272 ,Northeastern France ,Camille Giroud
2008,Italy,Alice,91,45 ,Central Italy,Stefano Amerighi
2008,France,Les Dentelles,90,40 ,Southern France,Domaine Thunevin Calvet
2008,Italy,La Cala,86,14 ,Southern Italy,Sella & Mosca
2008,Italy,Tullum,90,25 ,Central Italy,Feudo Antico
2008,Italy,Ludiè,88,80 ,Central Italy,Fattoria Lavacchio
2008,France,Clos Triguedina Les Petites Cailles,94,25 ,Southern France,Jean Luc Baldès
2008,Italy,Grosso Argontano,85,35 ,Central Italy,Garofoli
2008,France,Coste d Aleyrac Pic Saint Loup,88,20 ,Southern France,Château de Lancyre
2008,France,Syrah/Carignan,89,18 ,Southern France,Gérard Bertrand
2008,Italy,Clemente VII Riserva,90,26 ,Central Italy,Castelli del Grevepesa
2008,Italy,I Boschi,88,25 ,Northwestern Italy,Tenuta Olim Bauda
2008,Italy,Tenuta Lena di Mezzo,90,50 ,Northeastern Italy,Monte del Frá
2008,France,Cristal Vintage Brut,100,250 ,Northeastern France ,Louis Roederer
2008,France,Burg,86,30 ,Northeastern France ,Gustave Lorentz
2008,Italy,Riserva Lumen,86,48 ,Central Italy,Illuminati Dino
2008,Italy,Perlato del Bosco,93,30 ,Central Italy,Tua Rita
2008,France,Excélia Brut,93,56 ,Northeastern France ,Liebart Régnier
2008,Italy,Fossetti,87,12 ,Central Italy,Mocali
2008,Italy,Postera,87,40 ,Northeastern Italy,Manara
2008,France,Domaine Drouhin Vaudon Réserve de Vaudon,88,29 ,Northeastern France ,Joseph Drouhin
2008,Italy,Acciderba,88,42 ,Central Italy,Fulvio Luigi Serni
2008,Italy,Le Quare,88,19 ,Northeastern Italy,Gamba
2008,France,La Pièce,93,85 ,Southern France,Mas del Périé
2008,Italy,Jurosa,89,28 ,Northeastern Italy,Lis Neris
2008,Italy,Le Ellere,88,25 ,Central Italy,Castello d Albola
2008,Italy,Il Drappo,90,40 ,Southern Italy,Benanti
2008,Italy,Vigna La Casina,89,45 ,Central Italy,Casina di Cornia
2008,Italy,Vigna Santella del Gröm,88,26 ,Northwestern Italy,Ricci Curbastro
2008,Italy,Le Muraie,87,19 ,Northeastern Italy,Recchia
2008,Italy,Vigneto Edoardo,90,60 ,Central Italy,Cantina Zaccagnini
2008,France,Le M.D. de Bourgeois,94,36 ,Northwestern France ,Henri Bourgeois
2008,France,Domaine Cottebrune Transhumance,91,25 ,Southern France,Pierre Gaillard
2008,Italy,Villa Buri Brut Millesimato,87,28 ,Northeastern Italy,La Cappuccina
2008,France,Colombard,86,12 ,Southern France,Domaine de Mirail
2008,Italy,Calisto Riserva,88,38 ,Central Italy,Stefano Berti
2008,France,Dizy Terres Rouges Extra Brut Rosé,90,200 ,Northeastern France ,Jacquesson et Fils
2008,Italy,Motto Piane,89,18 ,Northeastern Italy,Fattori
2008,Italy,Confini,90,37 ,Northeastern Italy,Lis Neris
2008,Italy,Pitulé,86,13 ,Northwestern Italy,Neirano
2008,Italy,Monte,87,80 ,Northeastern Italy,DomÃ¬ni Veneti
2008,Italy,Le Prunée,86,16 ,Northeastern Italy,Tommasi
2008,Italy,Damis,86,19 ,Southern Italy,Mineo Family Vineyards
2008,France,La Clape Rouge,91,29 ,Southern France,Château des Karantes
2008,France,Grande Sendrée Brut,94,120 ,Northeastern France ,Drappier
2008,Italy,Magnificat,87,38 ,Central Italy,Drei Donà Tenuta La Palazza
2008,France,Les Grands Cheneaux,87,14 ,Northeastern France ,Vignerons des Terres Secrètes
2008,Italy,Olivi Cantine,89,49 ,Central Italy,Le Buche
2008,Italy,Rabajà Riserva,93,100 ,Northwestern Italy,Giuseppe Cortese
2008,France,Premius Blanc,85,10 ,Southern France,Yvon Mau
2008,Italy,Stemmari,88,9 ,Southern Italy,Feudo Arancio
2008,Italy,Baldoro,88,24 ,Central Italy,Sada
2008,France,Instant Présent,88,15 ,Central France ,Mas Oncle Ernest
2008,France,Grand Cru Blanc de Blancs Brut,94,65 ,Northeastern France ,Charles Gilbert de Vindé
2008,France,Foehn,90,24 ,Southern France,Lionel Osmin & Cie
2008,France,Clot de l Amandier La Clape,91,63 ,Southern France,Mas du Soleilla
2008,France,Les Chailloux,88,46 ,Northeastern France ,Jean Rijckaert
2008,France,Grand Millésime,93,42 ,Southern France,Château de Tiregand
2008,Italy,Oro Cason Brusà Vino Passito,88,45 ,Northeastern Italy,Beccarello
2008,France,Cuvée Symbiose Brut,92,40 ,Northeastern France ,Fluteau
2008,France,Charmes Premier Cru,91,69 ,Northeastern France ,Louis Latour
2008,Italy,Gran Tiati Gold Vintage,86,35 ,Southern Italy,Teanum
2008,France,La Charnivolle,87,23 ,Northwestern France ,Fournier Père et Fils
2008,France,Les Charmes,86,15 ,Northeastern France ,Cave de Lugny
2008,France,Les Chevaliers,91,49 ,Northeastern France ,Labouré Roi
2008,France,Domaine René Couly,90,18 ,Northwestern France ,Couly Dutheil
2008,France,Instantanée Extra Brut,92,55 ,Northeastern France ,Huré Frères
2008,France,Chatons du Cèdre,86,15 ,Southern France,Château du Cèdre
2008,Italy,Burdese,91,42 ,Southern Italy,Planeta
2008,Italy,Vigna del Guasto,87,19 ,Central Italy,Lamoretti
2008,Italy,Terra di Monteverro,91,75 ,Central Italy,Monteverro
2008,France,Morgeot Premier Cru,92,93 ,Northeastern France ,Château de la Crée
2008,France,Cuvée S Brut,89,20 ,Northeastern France ,Simonnet Febvre
2008,Italy,Riserva,90,105 ,Northwestern Italy,Marchesi di Barolo
2008,Italy,Villa Bucci Rosso,90,65 ,Central Italy,Bucci
2008,Italy,Rocche dell Annunziata,91,66 ,Northwestern Italy,Mario Gagliasso
2008,Italy,Saula,87,19 ,Northwestern Italy,Tenuta La Marchesa
2008,France,Réserve St. Martin Syrah,85,9 ,Southern France,Les Vignerons de la Méditerranée
2008,Italy,Emineo,89,40 ,Central Italy,Paniole
2008,France,La Quintessence,92,50 ,Southern France,Domaine Bru Baché
2008,Italy,Bachgart Riserva,91,30 ,Northeastern Italy,Tenuta Klaus Lentsch
2008,France,Aux Perdrix Premier Cru,91,120 ,Northeastern France ,Domaine des Perdrix
2008,France,Vaillons Premier Cru,92,35 ,Northeastern France ,William Fèvre
2008,Italy,Passito,90,33 ,Central Italy,Còlpetrone
2008,Italy,Le Rive,90,45 ,Northeastern Italy,Suavia
2008,Italy,Colpetroso,86,87 ,Central Italy,Massi di Mandorlaia
2008,France,Lou Prince,89,70 ,Southern France,Domaine du Prince
2008,Italy,Batàr,90,90 ,Central Italy,Agricola Querciabella
2008,Italy,Riund Bricco Rocca Riserva,90,85 ,Northwestern Italy,Cascina del Monastero
2008,Italy,Selezione Madonna delle Grazie,91,99 ,Central Italy,Il Marroneto
2008,Italy,Francesca Finato Spinosa,88,50 ,Northeastern Italy,Villa Spinosa
2008,Italy,Millecento,91,200 ,Central Italy,Castiglion del Bosco
2008,Italy,Gli Angeli Riserva,90,85 ,Central Italy,La Gerla
2008,Italy,Haberle,89,20 ,Northeastern Italy,Alois Lageder
2008,Italy,Spezie Riserva,86,60 ,Northwestern Italy,Vite Colte
2008,Italy,Cà d Morissio Riserva,99,595 ,Northwestern Italy,Mascarello Giuseppe e Figlio
2008,Italy,Pajoré,92,57 ,Northwestern Italy,Rizzi
2008,Italy,Villa,87,80 ,Northeastern Italy,DomÃ¬ni Veneti
2008,Italy,Il Cascinone Alasia Brut Metodo Classico,87,25 ,Northwestern Italy,Araldica
2008,Italy,Squarcialupi Riserva,89,35 ,Central Italy,La Castellina
2008,France,Le Petit Arthur,87,12 ,Southern France,Château Cabezac
2008,Italy,Gli Archi,88,50 ,Northeastern Italy,Corte Archi
2008,Italy,Passito,92,54 ,Central Italy,Arnaldo Caprai
2008,France,Réserve Spéciale,86,13 ,Southern France,Gérard Bertrand
2008,Italy,Serego Alighieri Vaio Armaron,90,75 ,Northeastern Italy,Masi
2008,Italy,La Costa Riserva,88,25 ,Central Italy,Pietrafitta
2008,Italy,Riserva,85,29 ,Central Italy,Valiano
2008,Italy,Scurati,87,19 ,Southern Italy,Ceuso
2008,Italy,Schietto,90,40 ,Southern Italy,Principi di Spadafora
2008,Italy,Ca  Coato,91,70 ,Northeastern Italy,Antolini
2008,Italy,La Cala,86,14 ,Southern Italy,Sella & Mosca
2008,Italy,Cartizze Dry,90,30 ,Northeastern Italy,Bortolomiol
2008,France,Le Pas de la Mule Mas Janeil,87,62 ,Southern France,François Lurton
2009,France,Blanc de Blancs Brut,91,60 ,Northeastern France ,Jacquart
2009,Italy,Riserva,88,37 ,Central Italy,Tenute del Cerro
2009,Italy,Rosso del Soprano,87,52 ,Southern Italy,Palari
2009,Italy,Campedel,88,22 ,Northeastern Italy,Gamba
2009,France,Champs Pimont Premier Cru,87,79 ,Northeastern France ,Domaine Jacques Prieur
2009,France,Les Chatelots,91,135 ,Northeastern France ,Louis Latour
2009,France,Réserve Grand Veneur,87,15 ,Central France ,Alain Jaume et Fils
2009,France,Champ Gain,93,100 ,Northeastern France ,Olivier Leflaive
2009,France,Les Truffières,91,75 ,Northeastern France ,Louis Latour
2009,Italy,Grotta del Ninfeo,87,27 ,Northeastern Italy,Domenico Fraccaroli
2009,Italy,Rancia Riserva,88,53 ,Central Italy,Felsina
2009,Italy,1.618,87,35 ,Central Italy,Leuta
2009,Italy,Don Vincenzo,88,40 ,Central Italy,Casaloste
2009,France,Les Vaudevey,92,40 ,Northeastern France ,Domaine Laroche
2009,France,Les Vieux Murs,92,30 ,Northeastern France ,Jacques Charlet
2009,Italy,Rosso Melograno,86,12 ,Central Italy,Roccafiore
2009,Italy,Gli Archi,86,25 ,Northeastern Italy,Corte Archi
2009,France,Cuvée Tradition,87,17 ,Southern France,Domaine Gavoty
2009,Italy,Cirneco Rosso,87,45 ,Southern Italy,Terrazze dell Etna
2009,Italy,Casalino Riserva,87,15 ,Central Italy,Bonacchi
2009,Italy,Il 500,88,11 ,Central Italy,Fattoria Zerbina
2009,Italy,Calcarole,88,140 ,Northeastern Italy,Guerrieri Rizzardi
2009,Italy,Cannubi Riserva,89,45 ,Northwestern Italy,Borgogno F.lli Serio e Battista
2009,France,Les Ravinets,90,19 ,Central France ,Ferraud et Fils
2009,France,Cuvée Prestige,87,14 ,Southern France,Château de Cornemps
2009,Italy,Trabocchetto,87,16 ,Central Italy,Talamonti
2009,France,Domaine Grand Veneur,92,53 ,Central France ,Alain Jaume et Fils
2009,Italy,Aus Gries,88,23 ,Northeastern Italy,Nals Margreid
2009,Italy,Santa Cecilia,90,43 ,Southern Italy,Planeta
2009,Italy,Colleallodole,95,70 ,Central Italy,Milziade Antano
2009,Italy,Novalis,85,14 ,Northeastern Italy,Bonotto delle Tezze
2009,France,Confidence,89,18 ,Central France ,Château Beaubois
2009,Italy,Roccato,92,60 ,Central Italy,Rocca delle MacÃ¬e
2009,Italy,Vigneto Vigne Nuove,86,13 ,Central Italy,Valle Reale
2009,Italy,Satèn Millesimato,87,41 ,Northwestern Italy,Le Marchesine
2009,Italy,Vigne d Alto,94,70 ,Southern Italy,Contrade di Taurasi   Lonardo
2009,Italy,San Sebastiano allo Zoppo,89,52 ,Northwestern Italy,Tenute Sella
2009,Italy,Altrovino,92,39 ,Central Italy,Duemani
2009,France,K Or,90,18 ,Southern France,Clos Troteligotte
2009,France,Les Ecusseaux Premier Cru,87,46 ,Northeastern France ,Domaine Jessiaume
2009,Italy,Millenio Gran Selezione,92,45 ,Central Italy,Castello di Cacchiano
2009,Italy,Riserva,87,29 ,Central Italy,Bindi Sergardi
2009,Italy,Bacca Bianca Tenuta di Budonetto,86,15 ,Southern Italy,Maurigi
2009,Italy,Bramante,87,40 ,Central Italy,Il Poggiolo
2009,Italy,Sallier de la Tour,86,11 ,Southern Italy,Tasca d Almerita
2009,Italy,Il Sogno,92,120 ,Northwestern Italy,Travaglini
2009,Italy,Tridentum Rosé Metodo Classico,91,30 ,Northeastern Italy,Cesarini Sforza
2009,Italy,I Sodi di San Niccolò,89,70 ,Central Italy,Castellare di Castellina
2009,Italy,Brut,90,40 ,Northwestern Italy,Monogram
2009,Italy,Sacrisassi Bianco,90,44 ,Northeastern Italy,Le Due Terre
2009,Italy,Gramolere,90,64 ,Northwestern Italy,Fratelli Alessandria
2009,France,Cuvée Raphaël,84,20 ,Southern France,Château de Parenchère
2009,France,Coste d Aleyrac,88,21 ,Southern France,Château de Lancyre
2009,Italy,Bacca Rara,84,15 ,Southern Italy,Torrevento
