Vintage,Country,County,Designation,Points,Price,Province,Winery
2005,Italy,Barolo,Vigna Broglio,88,78 ,Northwestern Italy,Palladino
2005,Italy,Trentino,Dipinti,86,11 ,Northeastern Italy,La Vis
2005,Italy,Sicilia,Duca Enrico,91,67 ,Southern Italy,Duca di Salaparuta
2005,France,Puligny Montrachet,Champs Gains Premier Cru,93,115 ,Burgundy,Chanson Père et Fils
2005,Italy,Campania,Patrimo,88,150 ,Southern Italy,Feudi di San Gregorio
2005,Italy,Barbaresco,Bricco Rio Sordo,91,40 ,Northwestern Italy,Musso
2005,Italy,Barbera d Alba,Ciabot Camerano,88,18 ,Northwestern Italy,Marcarini
2005,Italy,Umbria,Merlot,84,8 ,Central Italy,Cantina Tudernum
2005,Italy,Fiano di Avellino,Colle dei Cerri,90,41 ,Southern Italy,Di Meo
2005,Italy,Sicilia,Sole dei Padri,91,55 ,Southern Italy,Principi di Spadafora
2005,Italy,Valpolicella Classico Superiore,Campo Morar,84,40 ,Northeastern Italy,Viviani
2005,Italy,Franciacorta,Gran Cuvée Brut,91,69 ,Northwestern Italy,Bellavista
2005,Italy,Chianti Rufina,Riserva,87,18 ,Central Italy,Bellini
2005,France,Menetou Salon,Domaine de Châtenoy Rouge Noir,85,25 ,Loire Valley,Xavier Flouret
2005,France,Chambolle Musigny,Les Baudes Premier Cru,95,95 ,Burgundy,Louis Jadot
2005,France,Chambolle Musigny,Les Châtelots Premier Cru,91,62 ,Burgundy,Henri de Villamont
2005,France,Alsace,Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles Larme de Lave,95,90 ,Alsace,Domaine Schoffit
2005,France,Champagne,Palmes d Or Vintage Brut Rosé,84,200 ,Champagne,Nicolas Feuillatte
2005,Italy,Bolgheri,Poggio ai Ginepri,87,28 ,Central Italy,Tenuta Argentiera
2005,Italy,Toscana,Intenso,87,17 ,Central Italy,Podere la Marronaia
2005,Italy,Barolo,Parafada,91,100 ,Northwestern Italy,Massolino
2005,Italy,Barolo,Le Vigne,94,155 ,Northwestern Italy,Luciano Sandrone
2005,Italy,Molise,Gironia Biferno Rosato,83,18 ,Southern Italy,Borgo di Colloredo
2005,France,Saint Émilion,Mouton Cadet Réserve,85,17 ,Bordeaux,Baron Philippe de Rothschild
2005,France,Chablis,Domaine Long Depaquit Les Vaucopins Premier Cru,92,32 ,Burgundy,Albert Bichot
2005,France,Chablis,Mont de Milieu Premier Cru,90,30 ,Burgundy,Simonnet Febvre
2005,Italy,Toscana,Madre,90,78 ,Central Italy,Poggio Antico
2005,Italy,Valpolicella Classico Superiore,La Roverina,86,17 ,Northeastern Italy,Speri
2005,France,Jurançon Sec,Les Casterasses,90,30 ,Southwest France,Domaine Bru Baché
2005,France,Banyuls,Rimage,86,26 ,Languedoc Roussillon,Les Clos de Paulilles
2005,Italy,Montepulciano d Abruzzo,Palio,85,17 ,Central Italy,Oriel
2005,Italy,Chianti Classico,Riserva,90,28 ,Central Italy,Viticcio
2005,Italy,Sicilia,Il Drappo,90,40 ,Southern Italy,Benanti
2005,Italy,Amarone della Valpolicella Classico,Monte Danieli,93,62 ,Northeastern Italy,Corte Rugolin
2005,Italy,Torgiano,Rubesco Riserva Vigna Monticchio,92,57 ,Central Italy,Lungarotti
2005,Italy,Brunello di Montalcino,Selezione Madonna delle Grazie,88,90 ,Central Italy,Il Marroneto
2005,France,Champagne,Cristal Brut Rosé,96,595 ,Champagne,Louis Roederer
2005,Italy,Chianti Classico,Riserva di Famiglia,89,38 ,Central Italy,Cecchi
2005,Italy,Sicilia,Il Moro,87,21 ,Southern Italy,Valle dell Acate
2005,France,Fleurie,Cuvée Spéciale,91,22 ,Beaujolais,Domaine Chignard
2005,France,Aloxe Corton,Les Chaillots Premier Cru,88,60 ,Burgundy,Louis Latour
2005,Italy,Alto Adige,Vorberg Riserva,90,28 ,Northeastern Italy,Cantina Terlano
2005,France,Bordeaux Supérieur,Tradition,85,60 ,Bordeaux,Château Thuron
2005,Italy,Orvieto,Vigna Tragugnano,86,16 ,Central Italy,Sergio Mottura
2005,Italy,Barolo,Villero Riserva,92,58 ,Northwestern Italy,Franco Molino Cascina Rocca
2005,Italy,Toscana,Le Stanze,93,70 ,Central Italy,Poliziano
2005,Italy,Coda di Volpe d Irpinia,C,85,14 ,Southern Italy,Di Meo
2005,Italy,Toscana,Patrimonio,86,15 ,Central Italy,Antonino Tringali Casanuova
2005,Italy,Sicilia,Montenero,88,48 ,Southern Italy,Abbazia Santa Anastasia
2005,Italy,Venezia Giulia,Anfora Breg,93,120 ,Northeastern Italy,Gravner
2005,Italy,Collio,Mongris Riserva,89,30 ,Northeastern Italy,Marco Felluga
2005,Italy,Barbaresco,Valeriano,91,100 ,Northwestern Italy,La Spinetta
2005,France,Premieres Côtes de Blaye,Les Ailes du Moulin,90,70 ,Bordeaux,Château Moulin de Grillet
2005,Italy,Toscana,Dedicato a Walter,95,80 ,Central Italy,Poggio al Tesoro
2005,Italy,Barbera d Alba,Costa Bruna,90,26 ,Northwestern Italy,Poderi Colla
2005,Italy,Toscana,Sasyr,88,17 ,Central Italy,Rocca delle MacÃ¬e
2005,France,Meursault,Les Tessons,91,93 ,Burgundy,Pierre Morey
2005,France,Beaune,Clos des Fèves Premier Cru,94,85 ,Burgundy,Chanson Père et Fils
2005,Italy,Amarone della Valpolicella Classico,Podere Cariano,88,33 ,Northeastern Italy,Le Bertarole
2005,Italy,Brunello di Montalcino,Helichrysum,94,55 ,Central Italy,San Polino
2005,France,Chablis,Montée de Tonnerre Premier Cru,92,32 ,Burgundy,Simonnet Febvre
2005,France,Crémant de Bourgogne,Pur Chardonnay,90,25 ,Burgundy,Bailly Lapierre
2005,France,Fronsac,Prestige,92,19 ,Bordeaux,Château les Tonnelles
2005,Italy,Sant Antimo,Nearco,91,68 ,Central Italy,Col d Orcia
2005,France,Beaune,Clos des Mouches Premier Cru,85,105 ,Burgundy,Chanson Père et Fils
2005,Italy,Etna,Pietramarina,91,45 ,Southern Italy,Benanti
2005,France,Côtes du Roussillon,Tautavel,91,39 ,Languedoc Roussillon,Château Avernus
2005,Italy,Toscana,Il Ghizzano,86,20 ,Central Italy,Tenuta di Ghizzano
2005,Italy,Toscana,Il Leccio,88,12 ,Central Italy,Tenuta Oliveto
2005,France,Chassagne Montrachet,Clos Saint Jean Premier Cru,92,115 ,Burgundy,Chanson Père et Fils
2005,Italy,Sicilia,D istinto,86,13 ,Southern Italy,Calatrasi
2005,France,Haut Médoc,I Second Haut Beyzac,89,27 ,Bordeaux,Château Haut Beyzac
2005,Italy,Toscana,Redigaffi,95,275 ,Central Italy,Tua Rita
2005,Italy,Barolo,Coste di Rose,94,43 ,Northwestern Italy,Bric Cenciurio
2005,Italy,Etna,Metodo Classico Brut,82,25 ,Southern Italy,Murgo
2005,France,Limoux,Les Gravas,92,21 ,Languedoc Roussillon,Château d Antugnac
2005,Italy,Barolo,Cannubi Boschis,95,165 ,Northwestern Italy,Luciano Sandrone
2005,Italy,Barbaresco,Pajoré,90,55 ,Northwestern Italy,Rizzi
2005,Italy,Umbria,Campoleone,93,52 ,Central Italy,Lamborghini
2005,Italy,Primitivo del Salento,Levanter,84,11 ,Southern Italy,Villa Vignamaggio
2005,Italy,Brunello di Montalcino,Villa al Cortile Riserva,91,60 ,Central Italy,Piccini
2005,Italy,Sicilia,Faro,91,80 ,Southern Italy,Palari
2005,Italy,Toscana,Coldoro,88,65 ,Central Italy,Terralsole
2005,Italy,Amarone della Valpolicella Classico,I Fondatori Riserva,91,80 ,Northeastern Italy,Fabiano
2005,France,Beaune,Clos du Roi Premier Cru,92,65 ,Burgundy,Chanson Père et Fils
2005,Italy,Colli della Toscana Centrale,Cignale,93,83 ,Central Italy,Cignale
2006,France,Muscadet Sèvre et Maine,Expression de Gneiss,92,20 ,Loire Valley,Domaine de l Ecu
2006,Italy,Terre di Franciacorta,Convento S.S. Annunciata,88,61 ,Northwestern Italy,Bellavista
2006,Italy,Barolo,Colonnello,93,175 ,Northwestern Italy,Poderi Aldo Conterno
2006,Italy,Barbera d Asti Superiore,Aurora,86,10 ,Northwestern Italy,Cantine Aurora
2006,France,Champagne,Séduction Brut,94,70 ,Champagne,Charles Ellner
2006,Italy,Barolo,Ravera,93,65 ,Northwestern Italy,Principiano Ferdinando
2006,France,Sancerre,Les Belles Vignes,86,26 ,Loire Valley,Fournier Père et Fils
2006,Italy,Brunello di Montalcino,Riserva,91,79 ,Central Italy,Tenuta Oliveto
2006,Italy,Calabria,SerraMonte,90,55 ,Southern Italy,Terre di Balbia
2006,Italy,Greco di Tufo,Tenute di Altavilla,87,25 ,Southern Italy,Villa Matilde
2006,France,Médoc,Cuvée Flora,87,40 ,Bordeaux,Château Patache d Aux
2006,France,Saint Émilion,Cuvée Terre Blanche,88,48 ,Bordeaux,Château Tourans
2006,Italy,Dolcetto d Alba,Pian Balbo,86,18 ,Northwestern Italy,Poderi Colla
2006,Italy,Chianti Classico,Rocca Guicciarda Riserva,91,31 ,Central Italy,Barone Ricasoli
2006,Italy,Brunello di Montalcino,Vigna La Casa,93,94 ,Central Italy,Caparzo
2006,Italy,Brunello di Montalcino,Vigna Fontelontano Riserva,90,79 ,Central Italy,Collemattoni
2006,France,Saint Émilion,Cuvée la Croix Fourche,89,50 ,Bordeaux,Château Haut Gravet
2006,France,Gaillac,Renaissance,91,23 ,Southwest France,Domaine Rotier
2006,Italy,Nebbiolo d Alba,Valmaggiore,87,61 ,Northwestern Italy,Sandrone
2006,France,Champagne,Extra Cuvée de Réserve Brut Rosé,93,130 ,Champagne,Pol Roger
2006,Italy,Sicilia,Rina Ianca,87,13 ,Southern Italy,Feudo di Santa Tresa
2006,Italy,Barolo,Riserva,91,100 ,Northwestern Italy,Marchesi di Barolo
2006,Italy,Valpolicella Classico Superiore,Vigneto Rafaèl,86,16 ,Northeastern Italy,Tommasi
2006,Italy,Amarone della Valpolicella,Giacomo Montresor,88,45 ,Northeastern Italy,Montresor
2006,Italy,Sicilia,Pigreco,89,25 ,Southern Italy,Roberto Cipresso
2006,France,Margaux,Thomas Barton Réserve,84,25 ,Bordeaux,Barton & Guestier
2006,Italy,Brunello di Montalcino,Poggio al Vento Riserva,95,150 ,Central Italy,Col d Orcia
2006,Italy,Marca Trevigiana,Rubioso,87,24 ,Northeastern Italy,Anna Spinato
2006,Italy,Venezia Giulia,Classica,91,85 ,Northeastern Italy,Vodopivec
2006,Italy,Brunello di Montalcino,Riserva,89,80 ,Central Italy,La Torre
2006,Italy,Brunello di Montalcino,Riserva,93,62 ,Central Italy,Querceta
2006,Italy,Trentino,Dipinti,86,11 ,Northeastern Italy,La Vis
2006,Italy,Colli Orientali del Friuli,Biancosesto,91,23 ,Northeastern Italy,La Tunella
2006,Italy,Toscana,Giuseppe Olivi Memento,90,45 ,Central Italy,Le Buche
2006,Italy,Etna,San Lorenzo,90,43 ,Southern Italy,Girolamo Russo
2006,Italy,Brunello di Montalcino,Vigneto Monachiara,94,106 ,Central Italy,Tenute Silvio Nardi
2006,Italy,Emilia Romagna,Vinnalunga,88,32 ,Central Italy,Lamoretti
2006,France,Chablis,Blanchot Grand Cru,93,67 ,Burgundy,La Chablisienne
2006,Italy,Brunello di Montalcino,Riserva,89,90 ,Central Italy,Podere La Vigna
2006,Italy,Montepulciano d Abruzzo,Tolos,86,19 ,Central Italy,Terra d Aligi
2006,France,Puligny Montrachet,Les Pucelles Premier Cru,94,273 ,Burgundy,Domaine Leflaive
2006,Italy,Colli Orientali del Friuli,Riesling,85,22 ,Northeastern Italy,Aquila del Torre
2006,Italy,Barbaresco,Tulin,92,69 ,Northwestern Italy,Pelissero
2006,Italy,Brunello di Montalcino,Riserva,94,75 ,Central Italy,Collosorbo
,,,,,,,
2006,Italy,Colli Orientali del Friuli,Pinot Bianco,86,25 ,Northeastern Italy,Scubia
2006,Italy,Vernaccia di San Gimignano,Vigna Santa Margherita,86,17 ,Central Italy,Panizzi
2006,France,Vin de Pays du Val de Cesse,Cariñu,87,15 ,Languedoc Roussillon,Château Cabezac
2006,Italy,Barolo,Le Brunate,91,65 ,Northwestern Italy,Francesco Rinaldi
2006,Italy,Brunello di Montalcino,Riserva,90,50 ,Central Italy,Terre Nere
2006,France,Beaune,Clos de la Mousse Premier Cru,89,55 ,Burgundy,Bouchard Père & Fils
2006,Italy,Barbera d Alba Superiore,Amabilin,89,52 ,Northwestern Italy,Cascina Adelaide
2006,Italy,Aglianico del Taburno,Vigna Pezza La Corte,87,24 ,Southern Italy,Ocone
2006,Italy,Brunello di Montalcino,Vigna Soccorso,91,45 ,Central Italy,Tiezzi
2006,Italy,Sicilia,LamÃ¹ri,87,28 ,Southern Italy,Tasca d Almerita
2006,Italy,Val di Neto,Efeso,87,30 ,Southern Italy,Librandi
2006,Italy,Alto Adige,Formigar Cornell,89,39 ,Northeastern Italy,Colterenzio
2006,Italy,Brunello di Montalcino,Riserva,97,152 ,Central Italy,Il Paradiso di Manfredi
2006,Italy,Prosecco di Conegliano e Valdobbiadene,Dry Millesimato,86,21 ,Northeastern Italy,Montesel Renzo
2006,France,Haut Médoc,Cuvée Sophie,90,40 ,Bordeaux,Château Liversan
2006,Italy,Greco di Tufo,Nova Serra,88,24 ,Southern Italy,Mastroberardino
2006,Italy,Brunello di Montalcino,Riserva,93,49 ,Central Italy,Canneta
2006,France,Châteauneuf du Pape,Les Cèdres,85,52 ,Rhône Valley,Paul Jaboulet Aîné
2006,Italy,Sicilia,Donnatá,88,19 ,Southern Italy,Alessandro di Camporeale
2006,Italy,Colli Orientali del Friuli,Pinot Grigio,87,21 ,Northeastern Italy,Il Roncal
2006,Italy,Prosecco di Valdobbiadene,Banda Rossa Millesimato Extra Dry,88,25 ,Northeastern Italy,Bortolomiol
2006,Italy,Chianti Classico,Vigneto Bellavista,90,169 ,Central Italy,Castello di Ama
2006,Italy,Franciacorta,Satèn,87,30 ,Northwestern Italy,Montenisa
2006,France,Arbois,Vin Jaune,89,70 ,France Other,Andre et Mireille Tissot
2006,France,Côtes du Jura,Vin de Paille,87,56 ,France Other,Frédéric Lornet
2006,France,Cahors,Prestige,90,40 ,Southwest France,Château Saint Sernin
2006,France,Muscadet Côtes de Grandlieu,Origine du Haut Bourg,92,20 ,Loire Valley,Domaine du Haut Bourg
2006,Italy,Barbera d Alba,Tradizione,87,17 ,Northwestern Italy,Tre Donne
2006,France,Coteaux d Aix en Provence,Saint Aix,85,18 ,Provence,Domaine de la Grande Séouve
2006,Italy,Puglia,La Piazza,86,9 ,Southern Italy,Calatrasi
2006,Italy,Colli di Conegliano,Crevada,87,18 ,Northeastern Italy,Astoria
2006,Italy,Trento,Riserva Lunelli,91,59 ,Northeastern Italy,Ferrari
2006,Italy,Barolo,Ornato,94,109 ,Northwestern Italy,Pio Cesare
2006,Italy,Brunello di Montalcino,Riserva,93,52 ,Central Italy,Fattoria La Lecciaia
2006,France,Chablis,Les Fourneaux Premier Cru,90,34 ,Burgundy,Simonnet Febvre
2006,France,Chablis,Le Fief de Grenouilles Grand Cru,91,67 ,Burgundy,La Chablisienne
2006,France,Gaillac,Terre Originelle,90,20 ,Southwest France,Domaine des Terrisses
2006,Italy,Chianti Classico,Don Tommaso,91,45 ,Central Italy,Principe Corsini Fattoria Le Corti
2006,Italy,Sicilia,Saia,90,30 ,Southern Italy,Feudo Maccari
2006,Italy,Brunello di Montalcino,Riserva,94,85 ,Central Italy,San Polino
2006,Italy,Sicilia,Regaleali,84,14 ,Southern Italy,Tasca d Almerita
2006,France,Vin de Pays d Oc,Cabernet Sauvignon de Pennautier,85,10 ,Languedoc Roussillon,Château de Pennautier
2006,Italy,Sicilia,Chiaramonte,88,16 ,Southern Italy,Firriato
2006,Italy,Collio,Klin,89,35 ,Northeastern Italy,Primosic
2006,Italy,Brunello di Montalcino,Riserva,94,90 ,Central Italy,San Polo
2006,Italy,Amarone della Valpolicella,Corte del Pozzo,88,75 ,Northeastern Italy,Gino Fasoli
2006,Italy,Albana di Romagna,Scaccomatto Passito Botrytis,92,50 ,Central Italy,Fattoria Zerbina
2006,Italy,Toscana,Suolo,92,83 ,Central Italy,Argiano
2006,France,Champagne,Cuvée William Deutz,95,140 ,Champagne,Deutz
2006,Italy,Toscana,Daniello,88,18 ,Central Italy,Tenuta di Trecciano
2006,Italy,Franciacorta,Essence Rosé,90,36 ,Northwestern Italy,Antica Fratta
2006,Italy,Barbera d Asti Superiore Nizza,Vigna Dacapo,89,30 ,Northwestern Italy,Dacapo
2006,Italy,Friuli Grave,D Adda,85,12 ,Northeastern Italy,Conte Brandolini
2006,Italy,Amarone della Valpolicella Classico,Marta Galli,90,130 ,Northeastern Italy,Le Ragose
2006,Italy,Barolo,Nei Cannubi,94,100 ,Northwestern Italy,Poderi Luigi Einaudi
2006,France,Madiran,Château Bouscassé Vieilles Vignes,95,50 ,Southwest France,Alain Brumont
2006,France,Vin de Pays d Oc,La Violette,84,13 ,Languedoc Roussillon,Jean Luc Colombo
2006,Italy,Colli Orientali del Friuli,Pinot Grigio,86,16 ,Northeastern Italy,Rocca Bernarda
"2006,Italy,Amarone della Valpolicella Classico,""G&G,"",93,160 ,Northeastern Italy,Luigi Righetti"
,,,,,,,
2006,Italy,Colli Orientali del Friuli,Vineis,87,21 ,Northeastern Italy,Rocca Bernarda
2006,Italy,Brunello di Montalcino,Riserva,92,50 ,Central Italy,Podere Paganico
2006,Italy,Venezia Giulia,Bellagioia,87,17 ,Northeastern Italy,Marco Cecchini
2006,Italy,Taurasi,CampoRe Riserva,91,60 ,Southern Italy,Terredora
2006,France,Champagne,Tsarine Blanc de Blancs Grand Cru Brut,91,90 ,Champagne,Chanoine
2006,Italy,Morellino di Scansano,Campomaccione,87,16 ,Central Italy,Rocca delle MacÃ¬e
2006,Italy,Sagrantino di Montefalco,25 Anni,94,100 ,Central Italy,Arnaldo Caprai
2006,Italy,Brunello di Montalcino,Selezione XXV Anno,93,60 ,Central Italy,Castello Romitorio
2006,France,Volnay,Clos des ChÃªnes Premier Cru,93,70 ,Burgundy,Bouchard Père & Fils
2006,France,Champagne,Vintage Brut,95,114 ,Champagne,Pol Roger
2006,Italy,Barbaresco,Rabajà Riserva,95,110 ,Northwestern Italy,Giuseppe Cortese
2006,France,Côtes du Rhône,Blovac,84,13 ,Rhône Valley,Domaine du Trapadis
2006,Italy,ForlÃ¬,Lunaria,85,14 ,Central Italy,Castelluccio
2006,Italy,Sicilia,Hekate Passito,91,30 ,Southern Italy,Feudo Arancio
2006,Italy,Brunello di Montalcino,Selezione Massimo,94,100 ,Central Italy,Villa Le Prata
2006,France,Meursault,Les Chevalières,91,71 ,Burgundy,Xavier Monnot
2006,Italy,Sicilia,Don Pietro,87,16 ,Southern Italy,Principi di Spadafora
2006,Italy,Vino Nobile di Montepulciano,Riserva,87,14 ,Central Italy,Godiolo
2006,Italy,Brunello di Montalcino,Riserva,94,75 ,Central Italy,Collosorbo
2006,Italy,Franciacorta,Cuvette Brut,91,40 ,Northwestern Italy,Villa
2006,France,Pouilly Fuissé,Marie Antoinette,87,25 ,Burgundy,Vincent
2006,Italy,Northeastern Italy,Serego Alighieri Possessioni,87,15 ,Northeastern Italy,Masi
2006,Italy,Castel del Monte,Giancarlo Ceci,85,15 ,Southern Italy,Agrinatura
2006,France,Chablis,Les Clos Grand Cru Clos des Hospices dans Les Clos,90,108 ,Burgundy,Domaine Christian Moreau Père et Fils
2006,Italy,Rosso Piceno Superiore,Villa Prandone Marinus,86,16 ,Central Italy,Il Conte
2006,France,Champagne,Palmes d Or Brut,93,138 ,Champagne,Nicolas Feuillatte
2006,Italy,Barolo,Margheria,94,94 ,Northwestern Italy,Massolino
2006,Italy,Toscana,Strale,88,35 ,Central Italy,Gualdo del Re
2006,France,Champagne,Les Echansons Grand Cru Brut,94,130 ,Champagne,Mailly Grand Cru
2006,Italy,Rosso del Veronese,Regolo,87,21 ,Northeastern Italy,Sartori
2006,Italy,Umbria,Polago,84,12 ,Central Italy,Barberani
2006,Italy,Brunello di Montalcino,Riserva,91,120 ,Central Italy,Il Cocco
2006,Italy,Amarone della Valpolicella Classico,Ca  Bertoldi,89,40 ,Northeastern Italy,Recchia
2006,Italy,Alto Adige,Maso delle Rose,89,27 ,Northeastern Italy,Josef Weger
2006,Italy,Chianti Colli Fiorentini,Riserva Conte Ferdinando Guicciardini,89,23 ,Central Italy,Castello di Poppiano
2006,Italy,Brunello di Montalcino,Pertimali,90,55 ,Central Italy,Livio Sassetti
2006,Italy,Etna,Quota 600,91,54 ,Southern Italy,Graci
2006,Italy,Brunello di Montalcino,Riserva,92,65 ,Central Italy,Uccelliera
2006,France,Chablis,Les Clos Grand Cru,94,117 ,Burgundy,Domaine Laroche
2006,France,Côtes de Provence,Château de Selle Clair de Noirs,87,42 ,Provence,Domaines Ott
2006,Italy,Sicilia,Il Frappato,85,17 ,Southern Italy,Valle dell Acate
2006,France,Vouvray,Demi sec,88,16 ,Loire Valley,Château Moncontour
2006,Italy,Toscana,Maurleo,88,18 ,Central Italy,Pietro Beconcini
2006,Italy,Barbaresco,Nubiola,90,39 ,Northwestern Italy,Pelissero
2006,Italy,Salento,Varius,87,18 ,Southern Italy,Cantele
2006,France,Pouilly Fumé,Les Caillottes,88,21 ,Loire Valley,Fournier Père et Fils
2006,France,Champagne,Amour de Deutz Brut,94,180 ,Champagne,Deutz
2006,Italy,Puglia,Piani di Tufara,89,19 ,Southern Italy,Rivera
2006,Italy,Brunello di Montalcino,Vigna delle Raunate,92,50 ,Central Italy,Mocali
2006,France,Chablis,Les Fourchaumes Vieilles Vignes Premier Cru,91,54 ,Burgundy,Domaine Laroche
2006,Italy,Amarone della Valpolicella Classico,Bosan Riserva,93,115 ,Northeastern Italy,Cesari
2006,Italy,Brunello di Montalcino,Vigna Spuntali Val di Suga,94,106 ,Central Italy,Tenimenti Angelini
2006,France,Premieres Côtes de Blaye,Prestige,87,15 ,Bordeaux,Château la Rose Bellevue
2006,France,Menetou Salon,Domaine de Châtenoy Rouge Noir,88,24 ,Loire Valley,Xavier Flouret
2006,Italy,Salento,Rosato,87,15 ,Southern Italy,Masseria Altemura
2006,Italy,Etna,Guardiola,90,52 ,Southern Italy,Tenuta delle Terre Nere
2006,Italy,Barolo,Parafada,95,94 ,Northwestern Italy,Massolino
,,,,,,,
2006,Italy,Rosso di Toscana,Fabrizio Bianchi,89,50 ,Central Italy,Castello di Monsanto
2006,Italy,Chianti Classico,La Forra Riserva,91,45 ,Central Italy,Tenuta di Nozzole
2006,Italy,Chianti Classico,Riserva,88,30 ,Central Italy,Tenuta Villa Trasqua
2006,Italy,Offida Passerina,L Estro del Mastro 500 ml,91,25 ,Central Italy,Il Conte
2006,France,Chablis,Vaudésir Grand Cru,92,78 ,Burgundy,Olivier Leflaive
2006,Italy,Toscana,Tavernelle,91,40 ,Central Italy,Castello Banfi
2006,Italy,Valpolicella Valpantena,Secco Bertani,87,15 ,Northeastern Italy,Bertani
2006,Italy,Langhe,Grésy,88,22 ,Northwestern Italy,Tenute Cisa Asinari dei Marchesi di Gresy
2006,Italy,Alto Adige,Toretta Classico,86,14 ,Northeastern Italy,Girlan
2006,Italy,Brunello di Montalcino,Tenuta Nuova,97,80 ,Central Italy,Casanova di Neri
2006,France,Côtes de Provence,Whispering Angel,86,20 ,Provence,Château d Esclans
2006,France,Chablis,Vaillons Premier Cru,91,40 ,Burgundy,William Fèvre
2006,France,Chablis,Montée de Tonnerre Premier Cru,92,35 ,Burgundy,La Chablisienne
2006,Italy,Sicilia,Grand Cru,88,38 ,Southern Italy,Tenuta Rapitalà
